"name","region","gender"
"Lucca da Mata",0,"M"
"Thomas Pires",0,"M"
"Leonardo Gonçalves",0,"M"
"João Gonçalves",0,"M"
"Renan Dias",0,"M"
"Enzo Gabriel Ferreira",0,"M"
"Bernardo Castro",0,"M"
"Vitor Jesus",0,"M"
"Sr. Davi Lucas Cavalcanti",0,"M"
"Luiz Henrique Campos",0,"M"
"Leonardo Costa",0,"M"
"Raul Dias",0,"M"
"Dr. Thiago Oliveira",0,"M"
"Luigi Carvalho",0,"M"
"Renan da Mota",0,"M"
"Dr. Murilo da Rocha",0,"M"
"Thales Silva",0,"M"
"Sr. Davi Luiz Alves",0,"M"
"Cauê da Cunha",0,"M"
"Bryan Almeida",0,"M"
"João Lucas Teixeira",0,"M"
"Dr. Felipe da Cunha",0,"M"
"Emanuel Duarte",0,"M"
"Sr. Gustavo Peixoto",0,"M"
"Diego Azevedo",0,"M"
"Paulo Costela",0,"M"
"João Cardoso",0,"M"
"Arthur Cavalcanti",0,"M"
"Lucca Rocha",0,"M"
"João Silveira",0,"M"
"Marcelo Ferreira",0,"M"
"Juan Cunha",0,"M"
"Luiz Miguel das Neves",0,"M"
"Sr. Leonardo da Mota",0,"M"
"Vitor Hugo Silveira",0,"M"
"Joaquim Moraes",0,"M"
"Leandro Freitas",0,"M"
"Dr. Nathan Ramos",0,"M"
"Emanuel Monteiro",0,"M"
"Enzo Gabriel Pereira",0,"M"
"Rodrigo Fogaça",0,"M"
"Murilo das Neves",0,"M"
"Pietro Santos",0,"M"
"João Moreira",0,"M"
"Lucas das Neves",0,"M"
"João Mendes",0,"M"
"Leandro Fernandes",0,"M"
"Renan Fogaça",0,"M"
"Pietro Almeida",0,"M"
"Matheus Nascimento",0,"M"
"Murilo Novaes",0,"M"
"João Felipe Viana",0,"M"
"João Carvalho",0,"M"
"Kevin Aragão",0,"M"
"Dr. Cauã da Cunha",0,"M"
"Samuel Fogaça",0,"M"
"Theo Cavalcanti",0,"M"
"Augusto Cavalcanti",0,"M"
"Samuel Novaes",0,"M"
"Pedro Henrique Ribeiro",0,"M"
"Enrico Sales",0,"M"
"Vitor Hugo Teixeira",0,"M"
"Otávio Cardoso",0,"M"
"Renan Novaes",0,"M"
"Felipe Pereira",0,"M"
"Dr. Murilo Fogaça",0,"M"
"Samuel Barros",0,"M"
"Thales Silveira",0,"M"
"Cauã Pereira",0,"M"
"Sr. Vicente Oliveira",0,"M"
"Luiz Otávio Barbosa",0,"M"
"Lucas da Luz",0,"M"
"Emanuel Cardoso",0,"M"
"Danilo Cavalcanti",0,"M"
"Bernardo da Cunha",0,"M"
"Dr. Igor Barbosa",0,"M"
"Davi Luiz Nogueira",0,"M"
"Pietro das Neves",0,"M"
"Luiz Felipe Moura",0,"M"
"Pietro da Paz",0,"M"
"Sr. João Guilherme Sales",0,"M"
"Sr. Leonardo Novaes",0,"M"
"Bryan Pereira",0,"M"
"Sr. Paulo Cardoso",0,"M"
"Dr. Calebe Barros",0,"M"
"Sr. Eduardo Jesus",0,"M"
"Vitor Hugo da Rocha",0,"M"
"Diogo Duarte",0,"M"
"Rodrigo da Mota",0,"M"
"Augusto Aragão",0,"M"
"Dr. João Miguel Jesus",0,"M"
"Eduardo Rezende",0,"M"
"Pedro Lucas Mendes",0,"M"
"Luiz Henrique Monteiro",0,"M"
"Dr. Murilo Rodrigues",0,"M"
"Sr. Heitor Nascimento",0,"M"
"Matheus Mendes",0,"M"
"Antônio Campos",0,"M"
"João Jesus",0,"M"
"Carlos Eduardo da Costa",0,"M"
"Pedro Miguel Correia",0,"M"
"Sr. Pedro Miguel Cavalcanti",0,"M"
"Benício Silva",0,"M"
"Benício Silva",0,"M"
"João Gabriel Almeida",0,"M"
"João Guilherme Sales",0,"M"
"João Gabriel Araújo",0,"M"
"Diogo da Cruz",0,"M"
"Matheus da Costa",0,"M"
"Theo Ramos",0,"M"
"Henrique da Mata",0,"M"
"Pedro Henrique Nascimento",0,"M"
"Ryan Rocha",0,"M"
"Gabriel Martins",0,"M"
"André Moura",0,"M"
"Lucca da Cruz",0,"M"
"Diego Cavalcanti",0,"M"
"Gabriel Castro",0,"M"
"Diogo Peixoto",0,"M"
"Sr. Danilo Sales",0,"M"
"Nathan Silva",0,"M"
"Marcos Vinicius Gonçalves",0,"M"
"Bruno Fogaça",0,"M"
"Sr. Caio Cardoso",0,"M"
"Erick Freitas",0,"M"
"Sr. Vinicius Peixoto",0,"M"
"Henrique Nascimento",0,"M"
"Luiz Henrique Barros",0,"M"
"Sr. Vicente Monteiro",0,"M"
"Luiz Otávio Martins",0,"M"
"Luiz Otávio Campos",0,"M"
"Alexandre Gonçalves",0,"M"
"Sr. Miguel Monteiro",0,"M"
"Alexandre da Mota",0,"M"
"Yago Monteiro",0,"M"
"Rafael Dias",0,"M"
"Lucca Moreira",0,"M"
"Igor da Cunha",0,"M"
"Davi Lucas Lima",0,"M"
"Lucas Gabriel Rocha",0,"M"
"Kaique Alves",0,"M"
"Sr. Vicente da Rocha",0,"M"
"Carlos Eduardo Castro",0,"M"
"Bruno Araújo",0,"M"
"Francisco Viana",0,"M"
"Nathan Oliveira",0,"M"
"Dr. Noah Carvalho",0,"M"
"Leonardo das Neves",0,"M"
"Pedro Henrique Moreira",0,"M"
"Cauê Dias",0,"M"
"Kaique Rocha",0,"M"
"Diego Costa",0,"M"
"Daniel Ramos",0,"M"
"Kevin das Neves",0,"M"
"Benjamin Costa",0,"M"
"Thales Castro",0,"M"
"Thomas Mendes",0,"M"
"Cauã Gonçalves",0,"M"
"Ian da Costa",0,"M"
"Murilo Moreira",0,"M"
"Pedro Henrique Cardoso",0,"M"
"Juan Costa",0,"M"
"Gustavo Sales",0,"M"
"Benjamin da Rosa",0,"M"
"Lucca Porto",0,"M"
"Luiz Miguel Dias",0,"M"
"Vinicius Carvalho",0,"M"
"Dr. André Fernandes",0,"M"
"Nicolas Rezende",0,"M"
"Luigi Mendes",0,"M"
"João Vitor Rocha",0,"M"
"Marcos Vinicius Freitas",0,"M"
"Luiz Otávio Moreira",0,"M"
"Benjamin Castro",0,"M"
"Thiago Almeida",0,"M"
"Matheus Peixoto",0,"M"
"Carlos Eduardo Freitas",0,"M"
"Sr. Luiz Miguel Rodrigues",0,"M"
"Luiz Henrique Viana",0,"M"
"João Lucas Ramos",0,"M"
"Bryan Pereira",0,"M"
"Luiz Henrique Mendes",0,"M"
"Eduardo Monteiro",0,"M"
"Pedro Fernandes",0,"M"
"Breno Cardoso",0,"M"
"Enzo Gabriel Barros",0,"M"
"Leonardo Barros",0,"M"
"Luiz Otávio Sales",0,"M"
"Miguel Correia",0,"M"
"Dr. Lucca Azevedo",0,"M"
"Thiago Araújo",0,"M"
"Sr. Luigi Sales",0,"M"
"Matheus Silveira",0,"M"
"Heitor Pires",0,"M"
"Henrique Nunes",0,"M"
"Samuel Rocha",0,"M"
"João Felipe Caldeira",0,"M"
"Vitor Gabriel Costela",0,"M"
"Marcos Vinicius Pires",0,"M"
"Leandro Pires",0,"M"
"Pedro Pereira",0,"M"
"Levi Souza",0,"M"
"Nathan Pereira",0,"M"
"André Martins",0,"M"
"Dr. Yago Silva",0,"M"
"Bruno Pinto",0,"M"
"João Barbosa",0,"M"
"Dr. Enzo Gabriel Moura",0,"M"
"André Nunes",0,"M"
"Luiz Otávio Pires",0,"M"
"Sr. Paulo Melo",0,"M"
"Bernardo Freitas",0,"M"
"Guilherme Ramos",0,"M"
"Rafael Lopes",0,"M"
"Yago Silveira",0,"M"
"Lucca Ferreira",0,"M"
"Luigi Ribeiro",0,"M"
"Sr. Arthur Cavalcanti",0,"M"
"Bryan Fernandes",0,"M"
"Augusto Pires",0,"M"
"Sr. Vinicius Azevedo",0,"M"
"Luiz Gustavo Silveira",0,"M"
"Vitor Gabriel Rezende",0,"M"
"João Guilherme Gonçalves",0,"M"
"Enrico Moraes",0,"M"
"Matheus Costela",0,"M"
"Daniel Lopes",0,"M"
"Pietro Lopes",0,"M"
"Breno Silva",0,"M"
"Sr. Leandro Cardoso",0,"M"
"Carlos Eduardo Ramos",0,"M"
"Sr. Eduardo Lopes",0,"M"
"Enzo Gabriel Barros",0,"M"
"Davi Luiz Fernandes",0,"M"
"João Moraes",0,"M"
"Luiz Otávio Rodrigues",0,"M"
"Miguel Silva",0,"M"
"Lucca Freitas",0,"M"
"Erick Novaes",0,"M"
"Heitor Aragão",0,"M"
"Daniel Rezende",0,"M"
"Carlos Eduardo Cardoso",0,"M"
"Breno Novaes",0,"M"
"Ian Silva",0,"M"
"Miguel da Paz",0,"M"
"Vicente Lima",0,"M"
"Otávio Aragão",0,"M"
"Luiz Felipe da Mota",0,"M"
"Ryan Lima",0,"M"
"João Pedro Freitas",0,"M"
"João Porto",0,"M"
"João Miguel da Cunha",0,"M"
"Enzo Gabriel Azevedo",0,"M"
"João Vitor Cavalcanti",0,"M"
"Lucas Moraes",0,"M"
"Dr. Enzo Aragão",0,"M"
"Lucca Moura",0,"M"
"Sr. Vitor Hugo da Mata",0,"M"
"Marcos Vinicius Moura",0,"M"
"Gustavo Gonçalves",0,"M"
"Enzo Gabriel Pereira",0,"M"
"Nicolas Carvalho",0,"M"
"Davi Lucca da Mota",0,"M"
"Pedro Henrique da Mota",0,"M"
"Vitor da Costa",0,"M"
"Arthur das Neves",0,"M"
"Augusto Pereira",0,"M"
"Bryan Silva",0,"M"
"Pedro Lucas Nogueira",0,"M"
"Bryan da Paz",0,"M"
"Sr. Heitor Gonçalves",0,"M"
"Alexandre Pereira",0,"M"
"Thiago Sales",0,"M"
"Vitor Gabriel Souza",0,"M"
"Matheus Aragão",0,"M"
"Marcos Vinicius Costela",0,"M"
"Emanuel Ribeiro",0,"M"
"João Miguel Cavalcanti",0,"M"
"Miguel Lima",0,"M"
"Felipe Freitas",0,"M"
"Vinicius Duarte",0,"M"
"Sr. Matheus Sales",0,"M"
"Caio Correia",0,"M"
"Theo Alves",0,"M"
"Gustavo Henrique da Rosa",0,"M"
"Vinicius Freitas",0,"M"
"Enzo Pereira",0,"M"
"Dr. Felipe Silveira",0,"M"
"Emanuel da Rocha",0,"M"
"Eduardo Carvalho",0,"M"
"Igor da Conceição",0,"M"
"Emanuel Caldeira",0,"M"
"Gustavo Freitas",0,"M"
"Kevin das Neves",0,"M"
"Sr. Leandro Vieira",0,"M"
"Carlos Eduardo Costela",0,"M"
"Gustavo Henrique Gonçalves",0,"M"
"Nathan Freitas",0,"M"
"João Miguel Martins",0,"M"
"Davi Lucca Fogaça",0,"M"
"Sr. Antônio Moura",0,"M"
"Igor Almeida",0,"M"
"Gustavo Carvalho",0,"M"
"Caio Campos",0,"M"
"Lucas Gabriel Moura",0,"M"
"Matheus Barros",0,"M"
"Sr. João Miguel Fogaça",0,"M"
"Miguel Lima",0,"M"
"Davi Lucas da Paz",0,"M"
"Dr. João Felipe Nascimento",0,"M"
"Pedro Henrique da Cunha",0,"M"
"Dr. João Felipe Farias",0,"M"
"Sr. Davi Lucas Azevedo",0,"M"
"Vitor Hugo Jesus",0,"M"
"Ryan Fernandes",0,"M"
"Enzo Gabriel Cardoso",0,"M"
"Pedro Henrique Correia",0,"M"
"Calebe Oliveira",0,"M"
"Fernando Araújo",0,"M"
"Leonardo Carvalho",0,"M"
"Gustavo Henrique Pereira",0,"M"
"Dr. Nathan Fernandes",0,"M"
"Anthony da Cruz",0,"M"
"Guilherme Aragão",0,"M"
"Francisco Cardoso",0,"M"
"Sr. Samuel Duarte",0,"M"
"Pedro da Costa",0,"M"
"Sr. Ryan Gonçalves",0,"M"
"Davi Lucca Fogaça",0,"M"
"João Freitas",0,"M"
"Matheus Pires",0,"M"
"Enzo Nunes",0,"M"
"Danilo da Paz",0,"M"
"Arthur Peixoto",0,"M"
"Felipe da Paz",0,"M"
"João Guilherme Martins",0,"M"
"Dr. Paulo Fogaça",0,"M"
"João Pereira",0,"M"
"Daniel Araújo",0,"M"
"Vitor Lima",0,"M"
"Dr. Pedro Alves",0,"M"
"Dr. Enzo Gabriel Ribeiro",0,"M"
"Heitor Lima",0,"M"
"Vitor Gabriel Viana",0,"M"
"Cauã Pinto",0,"M"
"Anthony Gomes",0,"M"
"Felipe Correia",0,"M"
"Bruno Silveira",0,"M"
"Dr. Pedro Santos",0,"M"
"Erick Monteiro",0,"M"
"Sr. André Cunha",0,"M"
"Luiz Miguel Correia",0,"M"
"Vinicius Ramos",0,"M"
"Levi Santos",0,"M"
"Marcelo Moura",0,"M"
"Leandro Porto",0,"M"
"Bruno Fernandes",0,"M"
"Heitor Teixeira",0,"M"
"Luiz Henrique Novaes",0,"M"
"Rafael Peixoto",0,"M"
"Arthur Caldeira",0,"M"
"Sr. Diego Sales",0,"M"
"Thomas Ferreira",0,"M"
"Sr. Emanuel Teixeira",0,"M"
"Felipe Ramos",0,"M"
"Murilo Viana",0,"M"
"Vitor Hugo Teixeira",0,"M"
"Igor Rodrigues",0,"M"
"Dr. Luiz Henrique Jesus",0,"M"
"Theo Moreira",0,"M"
"João Felipe Moraes",0,"M"
"João Guilherme da Rosa",0,"M"
"Sr. Bryan Ramos",0,"M"
"Vitor da Paz",0,"M"
"Lorenzo Almeida",0,"M"
"Kaique Aragão",0,"M"
"Lorenzo Peixoto",0,"M"
"Vitor Gabriel Monteiro",0,"M"
"Davi Martins",0,"M"
"Bryan Rodrigues",0,"M"
"Pedro Miguel Dias",0,"M"
"João Vitor Correia",0,"M"
"Sr. Luigi Dias",0,"M"
"Arthur Rodrigues",0,"M"
"Vinicius Melo",0,"M"
"Sr. Lucca Pires",0,"M"
"Vitor Hugo Alves",0,"M"
"Antônio Melo",0,"M"
"Lucas Gabriel Silva",0,"M"
"Dr. João Vitor da Costa",0,"M"
"Sr. Antônio Cavalcanti",0,"M"
"Luiz Gustavo Novaes",0,"M"
"Pedro Lopes",0,"M"
"Pedro Miguel Teixeira",0,"M"
"Enrico Novaes",0,"M"
"Caio Rocha",0,"M"
"Lorenzo Rocha",0,"M"
"Francisco Peixoto",0,"M"
"João Costela",0,"M"
"Vitor Silva",0,"M"
"Sr. Vinicius Gonçalves",0,"M"
"Alexandre Ramos",0,"M"
"João Pedro Alves",0,"M"
"Joaquim Rodrigues",0,"M"
"Ian Costa",0,"M"
"Igor Cunha",0,"M"
"João Guilherme Rezende",0,"M"
"Sr. André Teixeira",0,"M"
"Pedro Henrique Carvalho",0,"M"
"Igor Novaes",0,"M"
"Heitor Santos",0,"M"
"Rafael Costa",0,"M"
"Heitor Ferreira",0,"M"
"Theo Ribeiro",0,"M"
"Dr. Davi Luiz Pinto",0,"M"
"Caio Porto",0,"M"
"Matheus Souza",0,"M"
"Emanuel da Luz",0,"M"
"Juan Ramos",0,"M"
"Bryan Nogueira",0,"M"
"Luiz Felipe Pires",0,"M"
"Gabriel Dias",0,"M"
"Renan Lopes",0,"M"
"João Felipe Pereira",0,"M"
"Pedro Miguel Carvalho",0,"M"
"Davi da Rocha",0,"M"
"Joaquim Caldeira",0,"M"
"Yago Freitas",0,"M"
"Vitor Silveira",0,"M"
"Benjamin Sales",0,"M"
"Thiago Nascimento",0,"M"
"Enzo Gabriel Ramos",0,"M"
"Bryan Cardoso",0,"M"
"Dr. João Gabriel Lima",0,"M"
"Rafael Caldeira",0,"M"
"Emanuel Teixeira",0,"M"
"Erick da Luz",0,"M"
"Pedro Henrique Freitas",0,"M"
"Enzo Sales",0,"M"
"Luiz Otávio Alves",0,"M"
"Rodrigo Cardoso",0,"M"
"Luiz Fernando Melo",0,"M"
"Dr. Enzo Gabriel Duarte",0,"M"
"Rafael Gomes",0,"M"
"Dr. Lucca da Rocha",0,"M"
"Davi Lucca Ferreira",0,"M"
"Luiz Gustavo Castro",0,"M"
"Danilo da Rocha",0,"M"
"Kevin da Conceição",0,"M"
"Pedro da Cruz",0,"M"
"Juan Souza",0,"M"
"Ian Souza",0,"M"
"Pedro Lucas Lopes",0,"M"
"Enzo Fernandes",0,"M"
"Dr. Theo Dias",0,"M"
"Carlos Eduardo Mendes",0,"M"
"Guilherme Cardoso",0,"M"
"Dr. Heitor Azevedo",0,"M"
"Vicente da Mata",0,"M"
"Erick Jesus",0,"M"
"Samuel Correia",0,"M"
"Pedro Santos",0,"M"
"Davi Lucas Nunes",0,"M"
"Luiz Gustavo Souza",0,"M"
"Davi Lucca Carvalho",0,"M"
"Cauê Silveira",0,"M"
"Daniel Vieira",0,"M"
"Davi Martins",0,"M"
"João Gabriel Costela",0,"M"
"Sr. João Vitor Jesus",0,"M"
"Pedro Peixoto",0,"M"
"Kaique Mendes",0,"M"
"Enrico Carvalho",0,"M"
"Rodrigo Pires",0,"M"
"Luiz Miguel Pires",0,"M"
"Luigi Pereira",0,"M"
"Dr. Thiago Mendes",0,"M"
"João Gabriel Souza",0,"M"
"Raul Caldeira",0,"M"
"Renan Aragão",0,"M"
"Levi Aragão",0,"M"
"Pietro Costa",0,"M"
"Sr. Vitor Gabriel Lima",0,"M"
"Felipe da Mota",0,"M"
