"name","region","gender"
"Bruna Fogaça",0,"F"
"Laís Duarte",0,"F"
"Maria Alice Castro",0,"F"
"Esther Costela",0,"F"
"Giovanna Rezende",0,"F"
"Valentina Araújo",0,"F"
"Maria Alice Correia",0,"F"
"Cecília Carvalho",0,"F"
"Letícia Jesus",0,"F"
"Fernanda Nogueira",0,"F"
"Isadora Aragão",0,"F"
"Lara Duarte",0,"F"
"Sra. Luana Mendes",0,"F"
"Helena Gomes",0,"F"
"Dra. Stella da Costa",0,"F"
"Julia da Conceição",0,"F"
"Olivia Teixeira",0,"F"
"Srta. Maria Alice Costela",0,"F"
"Kamilly Pinto",0,"F"
"Maria Alice Cardoso",0,"F"
"Ana Luiza Monteiro",0,"F"
"Ana Sophia Viana",0,"F"
"Raquel Santos",0,"F"
"Maria Luiza Azevedo",0,"F"
"Sophie Silveira",0,"F"
"Eduarda Barros",0,"F"
"Lavínia Almeida",0,"F"
"Pietra das Neves",0,"F"
"Luana da Luz",0,"F"
"Lavínia Oliveira",0,"F"
"Luana Sales",0,"F"
"Ana Júlia Pinto",0,"F"
"Alícia Silveira",0,"F"
"Cecília da Cunha",0,"F"
"Mariana da Rocha",0,"F"
"Letícia da Rocha",0,"F"
"Elisa da Mata",0,"F"
"Dra. Nina Cardoso",0,"F"
"Evelyn Campos",0,"F"
"Yasmin Porto",0,"F"
"Daniela Ferreira",0,"F"
"Maria Castro",0,"F"
"Juliana Costela",0,"F"
"Milena Castro",0,"F"
"Srta. Isabelly Porto",0,"F"
"Maria Sophia Ferreira",0,"F"
"Marcela Rezende",0,"F"
"Joana Rocha",0,"F"
"Maria Julia Teixeira",0,"F"
"Srta. Bianca Martins",0,"F"
"Carolina Viana",0,"F"
"Ana Souza",0,"F"
"Srta. Maria Clara Campos",0,"F"
"Maitê da Luz",0,"F"
"Srta. Valentina Ribeiro",0,"F"
"Lara Nunes",0,"F"
"Ana Nunes",0,"F"
"Dra. Carolina da Conceição",0,"F"
"Ana Luiza Martins",0,"F"
"Alexia Silveira",0,"F"
"Ana Júlia da Rosa",0,"F"
"Srta. Emilly Fernandes",0,"F"
"Clarice Carvalho",0,"F"
"Dra. Stella da Luz",0,"F"
"Bianca Araújo",0,"F"
"Kamilly Nogueira",0,"F"
"Lavínia Cardoso",0,"F"
"Mariane da Costa",0,"F"
"Dra. Nicole Azevedo",0,"F"
"Ana Laura Barbosa",0,"F"
"Alexia Rocha",0,"F"
"Sabrina Cardoso",0,"F"
"Maria Alice Vieira",0,"F"
"Ana Laura Gonçalves",0,"F"
"Srta. Larissa da Cunha",0,"F"
"Sra. Eduarda da Paz",0,"F"
"Sra. Sophia Silva",0,"F"
"Emanuelly da Conceição",0,"F"
"Natália Melo",0,"F"
"Maria Vitória Nunes",0,"F"
"Júlia Martins",0,"F"
"Emilly Farias",0,"F"
"Maria da Rosa",0,"F"
"Ana Lívia Rezende",0,"F"
"Cecília Sales",0,"F"
"Luna Sales",0,"F"
"Stephany das Neves",0,"F"
"Dra. Maria Cecília Souza",0,"F"
"Ana Luiza Pires",0,"F"
"Manuela Azevedo",0,"F"
"Giovanna Novaes",0,"F"
"Cecília Fernandes",0,"F"
"Pietra Aragão",0,"F"
"Dra. Yasmin da Luz",0,"F"
"Emanuelly Peixoto",0,"F"
"Dra. Raquel Araújo",0,"F"
"Catarina da Costa",0,"F"
"Rafaela Vieira",0,"F"
"Esther da Costa",0,"F"
"Ana Sophia Gonçalves",0,"F"
"Lavínia Silva",0,"F"
"Fernanda Alves",0,"F"
"Ana Vitória Azevedo",0,"F"
"Srta. Esther Silveira",0,"F"
"Daniela Vieira",0,"F"
"Clarice Moura",0,"F"
"Maria Julia Barros",0,"F"
"Valentina Correia",0,"F"
"Manuela Moura",0,"F"
"Marcela Barros",0,"F"
"Ana Júlia Silva",0,"F"
"Srta. Lorena Rocha",0,"F"
"Sra. Melissa Fernandes",0,"F"
"Isadora Sales",0,"F"
"Maria Clara da Costa",0,"F"
"Sarah Rezende",0,"F"
"Lívia Caldeira",0,"F"
"Lorena Pinto",0,"F"
"Carolina Freitas",0,"F"
"Daniela Gonçalves",0,"F"
"Daniela da Luz",0,"F"
"Gabriela Caldeira",0,"F"
"Bruna Dias",0,"F"
"Raquel da Rocha",0,"F"
"Maitê Barbosa",0,"F"
"Ana Júlia Cavalcanti",0,"F"
"Maria Clara Correia",0,"F"
"Srta. Ana Beatriz Castro",0,"F"
"Letícia Lima",0,"F"
"Srta. Stella Duarte",0,"F"
"Gabrielly da Rosa",0,"F"
"Natália Porto",0,"F"
"Bianca Peixoto",0,"F"
"Joana Moreira",0,"F"
"Nicole Pereira",0,"F"
"Maria Clara Campos",0,"F"
"Isis Araújo",0,"F"
"Clarice Gomes",0,"F"
"Joana Gonçalves",0,"F"
"Sra. Giovanna Campos",0,"F"
"Sra. Júlia da Rosa",0,"F"
"Ana Carolina da Costa",0,"F"
"Ana Carolina Freitas",0,"F"
"Luna Campos",0,"F"
"Heloísa das Neves",0,"F"
"Kamilly Campos",0,"F"
"Maria Sophia das Neves",0,"F"
"Isis Lopes",0,"F"
"Lorena Mendes",0,"F"
"Emanuelly Costa",0,"F"
"Carolina da Conceição",0,"F"
"Gabriela Freitas",0,"F"
"Srta. Larissa Araújo",0,"F"
"Sra. Juliana Rocha",0,"F"
"Stephany da Rocha",0,"F"
"Mariana Martins",0,"F"
"Sofia Sales",0,"F"
"Srta. Isabel Gomes",0,"F"
"Ana Luiza Araújo",0,"F"
"Isabelly Fogaça",0,"F"
"Giovanna Moreira",0,"F"
"Catarina da Mata",0,"F"
"Joana Silveira",0,"F"
"Srta. Sophia Carvalho",0,"F"
"Milena Campos",0,"F"
"Julia Cavalcanti",0,"F"
"Eduarda da Cruz",0,"F"
"Agatha da Paz",0,"F"
"Dra. Bruna Aragão",0,"F"
"Srta. Giovanna Almeida",0,"F"
"Júlia Teixeira",0,"F"
"Alícia Costa",0,"F"
"Emilly das Neves",0,"F"
"Bárbara Rocha",0,"F"
"Bruna Vieira",0,"F"
"Sofia da Cruz",0,"F"
"Maitê Melo",0,"F"
"Camila Caldeira",0,"F"
"Fernanda Carvalho",0,"F"
"Letícia Oliveira",0,"F"
"Isadora Costa",0,"F"
"Helena Silveira",0,"F"
"Laís Nunes",0,"F"
"Gabrielly Monteiro",0,"F"
"Brenda Moreira",0,"F"
"Vitória da Rosa",0,"F"
"Isadora Viana",0,"F"
"Agatha Barbosa",0,"F"
"Julia Martins",0,"F"
"Srta. Alice da Cunha",0,"F"
"Bruna Farias",0,"F"
"Letícia Novaes",0,"F"
"Ana Beatriz da Luz",0,"F"
"Júlia Melo",0,"F"
"Camila Cavalcanti",0,"F"
"Beatriz Duarte",0,"F"
"Sofia Teixeira",0,"F"
"Maria Fernanda da Rocha",0,"F"
"Bárbara Pires",0,"F"
"Camila Melo",0,"F"
"Lara Ramos",0,"F"
"Kamilly Cavalcanti",0,"F"
"Daniela Lopes",0,"F"
"Gabrielly Viana",0,"F"
"Maria Alice Correia",0,"F"
"Vitória da Rosa",0,"F"
"Mirella Caldeira",0,"F"
"Giovanna Azevedo",0,"F"
"Srta. Luana Araújo",0,"F"
"Dra. Raquel da Cruz",0,"F"
"Sophia Fogaça",0,"F"
"Melissa Almeida",0,"F"
"Beatriz Gonçalves",0,"F"
"Srta. Eduarda Lima",0,"F"
"Sra. Marina Silveira",0,"F"
"Ana Moura",0,"F"
"Isabella da Costa",0,"F"
"Isabelly Teixeira",0,"F"
"Manuela Duarte",0,"F"
"Melissa Rocha",0,"F"
"Stella Sales",0,"F"
"Gabrielly Fernandes",0,"F"
"Cecília Nogueira",0,"F"
"Stephany Costa",0,"F"
"Carolina Jesus",0,"F"
"Letícia Freitas",0,"F"
"Agatha da Cruz",0,"F"
"Amanda Freitas",0,"F"
"Julia Correia",0,"F"
"Sophia Almeida",0,"F"
"Catarina Costa",0,"F"
"Yasmin Caldeira",0,"F"
"Emilly Carvalho",0,"F"
"Giovanna Almeida",0,"F"
"Beatriz da Costa",0,"F"
"Caroline Campos",0,"F"
"Pietra Pires",0,"F"
"Dra. Laís da Cruz",0,"F"
"Ana Clara da Cruz",0,"F"
"Emanuella Moreira",0,"F"
"Maysa Araújo",0,"F"
"Daniela Cardoso",0,"F"
"Ana Lívia da Mota",0,"F"
"Giovanna Campos",0,"F"
"Esther Melo",0,"F"
"Maitê da Paz",0,"F"
"Bruna Freitas",0,"F"
"Sra. Marina Gonçalves",0,"F"
"Maria Lima",0,"F"
"Ana Júlia da Mota",0,"F"
"Mirella da Cruz",0,"F"
"Mariane da Costa",0,"F"
"Evelyn da Mata",0,"F"
"Carolina da Conceição",0,"F"
"Ana Beatriz Duarte",0,"F"
"Srta. Ana Laura da Mata",0,"F"
"Larissa da Luz",0,"F"
"Ana Julia Pinto",0,"F"
"Sra. Kamilly Almeida",0,"F"
"Srta. Bianca Jesus",0,"F"
"Isabella Nascimento",0,"F"
"Júlia Costela",0,"F"
"Sabrina da Mata",0,"F"
"Alícia Vieira",0,"F"
"Ana Luiza Sales",0,"F"
"Luna Lima",0,"F"
"Kamilly Ribeiro",0,"F"
"Nicole Mendes",0,"F"
"Srta. Maria Sophia Cavalcanti",0,"F"
"Sabrina Fogaça",0,"F"
"Luana Carvalho",0,"F"
"Cecília Oliveira",0,"F"
"Vitória Santos",0,"F"
"Daniela Oliveira",0,"F"
"Sra. Julia das Neves",0,"F"
"Catarina Pires",0,"F"
"Maria Fernanda da Cruz",0,"F"
"Maria Eduarda Silva",0,"F"
"Ana Júlia da Paz",0,"F"
"Rafaela Ferreira",0,"F"
"Dra. Nina Correia",0,"F"
"Elisa da Rocha",0,"F"
"Sra. Fernanda Pires",0,"F"
"Srta. Laís Santos",0,"F"
"Isadora Duarte",0,"F"
"Lorena Pinto",0,"F"
"Rebeca Aragão",0,"F"
"Laís Costela",0,"F"
"Maria Julia Moura",0,"F"
"Alícia da Cruz",0,"F"
"Isis Cardoso",0,"F"
"Rafaela Rodrigues",0,"F"
"Ana Carolina Correia",0,"F"
"Mariana Costela",0,"F"
"Alice Dias",0,"F"
"Manuela Ferreira",0,"F"
"Sophia Farias",0,"F"
"Cecília das Neves",0,"F"
"Brenda Porto",0,"F"
"Olivia Cunha",0,"F"
"Ana da Mata",0,"F"
"Eloah Sales",0,"F"
"Alana Cardoso",0,"F"
"Cecília Dias",0,"F"
"Maria Alice Araújo",0,"F"
"Sra. Joana Viana",0,"F"
"Isabel Ribeiro",0,"F"
"Ana Beatriz Rocha",0,"F"
"Maria Vitória Ferreira",0,"F"
"Lívia Nogueira",0,"F"
"Clara Cardoso",0,"F"
"Sophie Rezende",0,"F"
"Alice Santos",0,"F"
"Ana Lívia Nogueira",0,"F"
"Emanuelly Moura",0,"F"
"Lorena Fogaça",0,"F"
"Sra. Eduarda Viana",0,"F"
"Gabrielly Cunha",0,"F"
"Brenda da Mota",0,"F"
"Yasmin Ribeiro",0,"F"
"Heloísa Ferreira",0,"F"
"Cecília Cunha",0,"F"
"Maria Julia Moura",0,"F"
"Dra. Joana Melo",0,"F"
"Ana Vitória da Mata",0,"F"
"Raquel da Mata",0,"F"
"Sra. Lavínia Souza",0,"F"
"Camila Nogueira",0,"F"
"Heloísa da Cunha",0,"F"
"Elisa Azevedo",0,"F"
"Rebeca Alves",0,"F"
"Júlia Pereira",0,"F"
"Dra. Milena Costa",0,"F"
"Lavínia Melo",0,"F"
"Eloah Castro",0,"F"
"Ana Júlia Costa",0,"F"
"Dra. Ana Júlia da Paz",0,"F"
"Sra. Joana Martins",0,"F"
"Sofia Barbosa",0,"F"
"Gabrielly Gonçalves",0,"F"
"Sophie Cavalcanti",0,"F"
"Heloísa Gonçalves",0,"F"
"Bárbara Porto",0,"F"
"Sofia Nogueira",0,"F"
"Dra. Amanda Rezende",0,"F"
"Sra. Bruna da Rocha",0,"F"
"Dra. Gabriela Alves",0,"F"
"Srta. Bruna Ferreira",0,"F"
"Sofia Farias",0,"F"
"Yasmin Ribeiro",0,"F"
"Lorena Cunha",0,"F"
"Maysa Aragão",0,"F"
"Maitê Martins",0,"F"
"Emanuelly Lopes",0,"F"
"Ana Luiza Barbosa",0,"F"
"Carolina Campos",0,"F"
"Sra. Ana Luiza Ribeiro",0,"F"
"Srta. Ana Beatriz Rocha",0,"F"
"Sra. Nina Barbosa",0,"F"
"Mariane Costa",0,"F"
"Kamilly Ramos",0,"F"
"Agatha Carvalho",0,"F"
"Stephany Almeida",0,"F"
"Manuela Castro",0,"F"
"Bruna Silva",0,"F"
"Heloísa da Costa",0,"F"
"Melissa Cunha",0,"F"
"Sophie Souza",0,"F"
"Heloísa Lopes",0,"F"
"Dra. Natália Vieira",0,"F"
"Alícia Barros",0,"F"
"Maria Alice da Cruz",0,"F"
"Marina Barbosa",0,"F"
"Srta. Nina Cardoso",0,"F"
"Ana Laura Ribeiro",0,"F"
"Sra. Isadora Santos",0,"F"
"Joana Azevedo",0,"F"
"Manuela Pereira",0,"F"
"Daniela da Cruz",0,"F"
"Dra. Maitê Pinto",0,"F"
"Alexia Pinto",0,"F"
"Helena Silveira",0,"F"
"Rebeca Jesus",0,"F"
"Vitória Nunes",0,"F"
"Isabella Ribeiro",0,"F"
"Valentina Araújo",0,"F"
"Laura Teixeira",0,"F"
"Srta. Isis Ribeiro",0,"F"
"Ana Porto",0,"F"
"Laís Dias",0,"F"
"Sarah Ferreira",0,"F"
"Srta. Sophie Cardoso",0,"F"
"Srta. Beatriz Almeida",0,"F"
"Rebeca Alves",0,"F"
"Maria da Mota",0,"F"
"Maria Alice Dias",0,"F"
"Gabrielly da Mata",0,"F"
"Raquel Silva",0,"F"
"Daniela Martins",0,"F"
"Melissa Cardoso",0,"F"
"Stella Araújo",0,"F"
"Ana Julia Rodrigues",0,"F"
"Julia Moraes",0,"F"
"Julia Oliveira",0,"F"
"Maria Clara Santos",0,"F"
"Mirella Gomes",0,"F"
"Sra. Lívia Viana",0,"F"
"Letícia Cavalcanti",0,"F"
"Ana Luiza Viana",0,"F"
"Srta. Rafaela Porto",0,"F"
"Maria Vitória Cavalcanti",0,"F"
"Maria Luiza Pereira",0,"F"
"Emilly Porto",0,"F"
"Sophie Dias",0,"F"
"Srta. Carolina Campos",0,"F"
"Olivia Melo",0,"F"
"Maria Cecília Dias",0,"F"
"Daniela Costa",0,"F"
"Sophia Campos",0,"F"
"Dra. Caroline da Cruz",0,"F"
"Ana Luiza Moura",0,"F"
"Giovanna Souza",0,"F"
"Maria Cardoso",0,"F"
"Bianca Caldeira",0,"F"
"Carolina Teixeira",0,"F"
"Stephany da Conceição",0,"F"
"Sabrina da Cruz",0,"F"
"Sra. Alexia da Paz",0,"F"
"Heloísa Farias",0,"F"
"Rebeca Cardoso",0,"F"
"Maria Eduarda Ferreira",0,"F"
"Milena da Costa",0,"F"
"Isis Pereira",0,"F"
"Stephany Nascimento",0,"F"
"Ana Beatriz Azevedo",0,"F"
"Clara Azevedo",0,"F"
"Evelyn Costela",0,"F"
"Dra. Catarina Almeida",0,"F"
"Rebeca Lopes",0,"F"
"Dra. Sabrina Costela",0,"F"
"Srta. Clarice Jesus",0,"F"
"Emilly Novaes",0,"F"
"Dra. Yasmin da Rosa",0,"F"
"Sabrina Freitas",0,"F"
"Dra. Clara Cardoso",0,"F"
"Letícia Novaes",0,"F"
"Ana Clara da Costa",0,"F"
"Heloísa Duarte",0,"F"
"Laura Aragão",0,"F"
"Ana Beatriz Lima",0,"F"
"Bruna Barbosa",0,"F"
"Srta. Lívia Rocha",0,"F"
"Melissa Moreira",0,"F"
"Sra. Rebeca Pires",0,"F"
"Sra. Isabel da Mata",0,"F"
"Luana da Cruz",0,"F"
"Maysa Barros",0,"F"
"Luana da Paz",0,"F"
"Vitória Barros",0,"F"
"Nicole da Mata",0,"F"
"Letícia Araújo",0,"F"
"Clarice Jesus",0,"F"
"Alícia Ferreira",0,"F"
"Sofia Monteiro",0,"F"
"Giovanna Cunha",0,"F"
"Mariane Ribeiro",0,"F"
"Dra. Yasmin Moreira",0,"F"
"Agatha da Rosa",0,"F"
"Laura Silva",0,"F"
"Srta. Sofia Azevedo",0,"F"
"Dra. Nicole da Mota",0,"F"
"Marina Araújo",0,"F"
"Marcela Souza",0,"F"
"Júlia Nascimento",0,"F"
"Sra. Maitê da Rocha",0,"F"
"Ana Vitória Silva",0,"F"
"Alexia Teixeira",0,"F"
"Ana Lívia Viana",0,"F"
"Sra. Júlia Peixoto",0,"F"
"Sra. Ana Clara Dias",0,"F"
"Sophie Costa",0,"F"
"Maria Cecília da Luz",0,"F"
"Ana Beatriz Ferreira",0,"F"
"Manuela Rocha",0,"F"
"Ana Sophia Cunha",0,"F"
"Olivia Castro",0,"F"
"Sra. Brenda da Conceição",0,"F"
"Esther Ribeiro",0,"F"
"Rebeca Castro",0,"F"
"Joana Cardoso",0,"F"
"Stephany Costela",0,"F"
"Bianca Nunes",0,"F"
"Srta. Daniela Fernandes",0,"F"
"Maria Julia Farias",0,"F"
"Catarina Martins",0,"F"
"Valentina da Luz",0,"F"
"Dra. Laura Campos",0,"F"
"Rafaela Viana",0,"F"
"Alícia Costa",0,"F"
"Catarina da Cruz",0,"F"
"Júlia Cunha",0,"F"
"Emanuella Barros",0,"F"
"Srta. Heloísa Fernandes",0,"F"
"Ana Vitória Pereira",0,"F"
"Gabriela Pereira",0,"F"
"Bruna da Rocha",0,"F"
"Laura Pires",0,"F"
"Emanuella Santos",0,"F"
"Srta. Lorena Costela",0,"F"
"Brenda Oliveira",0,"F"
"Bárbara Peixoto",0,"F"
"Carolina Barros",0,"F"
"Luiza Martins",0,"F"
"Sra. Ana Júlia das Neves",0,"F"
"Sra. Alexia Novaes",0,"F"
"Dra. Nicole Moura",0,"F"
"Melissa Aragão",0,"F"
"Luiza Moreira",0,"F"
"Alice da Luz",0,"F"
"Joana da Paz",0,"F"
"Catarina Fogaça",0,"F"
"Lavínia Rezende",0,"F"
"Ana Julia da Mata",0,"F"
"Luana Costa",0,"F"
"Camila da Mata",0,"F"
"Sra. Helena Ferreira",0,"F"
"Bianca Rodrigues",0,"F"
"Mariana Caldeira",0,"F"
"Larissa Cunha",0,"F"
"Sophie Costela",0,"F"
"Sra. Ana Luiza da Rocha",0,"F"
"Ana Júlia Cavalcanti",0,"F"
"Sabrina Farias",0,"F"
"Letícia Moraes",0,"F"
"Ana Beatriz da Conceição",0,"F"
"Alice Moraes",0,"F"
"Camila Monteiro",0,"F"
"Isis Barbosa",0,"F"
"Evelyn Alves",0,"F"
"Larissa Jesus",0,"F"
"Juliana Castro",0,"F"
"Joana Lima",0,"F"
"Kamilly Cavalcanti",0,"F"
"Srta. Isadora Silveira",0,"F"
"Sra. Mariana Monteiro",0,"F"
"Isis Freitas",0,"F"
"Srta. Luiza Cardoso",0,"F"
"Sra. Raquel da Rocha",0,"F"
"Laís da Conceição",0,"F"
"Maria Alice Azevedo",0,"F"
"Laís da Mata",0,"F"
"Ana da Mota",0,"F"
"Laís Teixeira",0,"F"
"Clara Gomes",0,"F"
"Fernanda Melo",0,"F"
"Dra. Ana Júlia Araújo",0,"F"
"Manuela Caldeira",0,"F"
"Nina Dias",0,"F"
"Maria Alice Silveira",0,"F"
"Gabriela da Luz",0,"F"
"Laura Melo",0,"F"
"Emilly Castro",0,"F"
"Marcela Aragão",0,"F"
"Olivia da Mota",0,"F"
"Dra. Alice das Neves",0,"F"
"Isabel Almeida",0,"F"
"Bianca Sales",0,"F"
"Júlia Ribeiro",0,"F"
"Vitória Sales",0,"F"
"Larissa Freitas",0,"F"
"Sra. Sophia Rodrigues",0,"F"
"Raquel Mendes",0,"F"
"Esther da Costa",0,"F"
"Gabrielly Cardoso",0,"F"
"Elisa Mendes",0,"F"
"Sra. Emilly Pereira",0,"F"
"Melissa Gomes",0,"F"
"Maysa da Conceição",0,"F"
"Amanda Cunha",0,"F"
"Amanda das Neves",0,"F"
"Laís Cardoso",0,"F"
"Kamilly Correia",0,"F"
"Alana Duarte",0,"F"
"Stephany Costela",0,"F"
"Lavínia Cardoso",0,"F"
"Letícia Rezende",0,"F"
"Marcela Farias",0,"F"
"Stella Lopes",0,"F"
"Maria Cecília Melo",0,"F"
"Nina da Rosa",0,"F"
"Lara Souza",0,"F"
"Nina Dias",0,"F"
"Yasmin Mendes",0,"F"
"Maitê da Paz",0,"F"
"Alícia Duarte",0,"F"
"Rafaela Pereira",0,"F"
"Júlia Nogueira",0,"F"
"Stella da Mata",0,"F"
"Sra. Isis Rodrigues",0,"F"
"Nicole Gonçalves",0,"F"
"Isadora Vieira",0,"F"
"Maria Cecília Oliveira",0,"F"
"Maria Luiza Vieira",0,"F"
"Julia Cardoso",0,"F"
"Ana Sophia da Rocha",0,"F"
"Sra. Brenda Correia",0,"F"
"Heloísa Viana",0,"F"
"Agatha da Costa",0,"F"
"Esther Sales",0,"F"
"Luiza Campos",0,"F"
"Ana Lívia Santos",0,"F"
"Ana Carolina Moraes",0,"F"
"Clara da Conceição",0,"F"
"Milena Azevedo",0,"F"
"Sra. Maria Sophia Barbosa",0,"F"
"Larissa Lopes",0,"F"
"Marina Moreira",0,"F"
"Sra. Brenda Moura",0,"F"
"Maria Eduarda Nunes",0,"F"
"Fernanda Rodrigues",0,"F"
"Carolina Almeida",0,"F"
"Joana da Cunha",0,"F"
"Sofia da Rosa",0,"F"
"Srta. Rafaela Martins",0,"F"
"Raquel Vieira",0,"F"
"Laís Silva",0,"F"
"Luna Almeida",0,"F"
"Olivia Campos",0,"F"
"Giovanna Fogaça",0,"F"
"Sra. Manuela Novaes",0,"F"
"Ana Julia Alves",0,"F"
"Srta. Júlia Nunes",0,"F"
"Raquel Barros",0,"F"
"Cecília Araújo",0,"F"
"Emilly Rocha",0,"F"
"Elisa Souza",0,"F"
"Lara Melo",0,"F"
"Manuela Fernandes",0,"F"
"Dra. Bárbara Monteiro",0,"F"
"Dra. Isadora Dias",0,"F"
"Maria Luiza Costa",0,"F"
"Sarah Carvalho",0,"F"
"Ana Beatriz Moura",0,"F"
"Isis Souza",0,"F"
"Dra. Júlia Vieira",0,"F"
"Gabriela Gonçalves",0,"F"
"Rafaela Aragão",0,"F"
"Stella da Mata",0,"F"
"Maria Fernanda Rocha",0,"F"
"Gabriela Souza",0,"F"
"Maria Julia Campos",0,"F"
"Carolina Lima",0,"F"
"Maria Silva",0,"F"
"Alícia da Mota",0,"F"
"Sra. Ana Laura Ramos",0,"F"
"Sra. Maria Cecília Novaes",0,"F"
"Camila Correia",0,"F"
"Sra. Valentina Pinto",0,"F"
"Luana da Conceição",0,"F"
"Isadora Viana",0,"F"
"Dra. Clarice Moraes",0,"F"
"Valentina Peixoto",0,"F"
"Esther Ferreira",0,"F"
"Daniela Cardoso",0,"F"
"Maria Cecília Campos",0,"F"
"Stephany da Rosa",0,"F"
"Ana Júlia da Luz",0,"F"
"Valentina Rocha",0,"F"
"Brenda Ferreira",0,"F"
"Bruna da Conceição",0,"F"
"Joana da Cruz",0,"F"
"Maria Eduarda Moraes",0,"F"
"Maria Clara da Paz",0,"F"
"Kamilly Cardoso",0,"F"
"Srta. Letícia Fernandes",0,"F"
"Alice Melo",0,"F"
"Elisa Rocha",0,"F"
